Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 2, 0, 0, 0, 0, 1, 1 
0.000000, 2, 0, 0, 0, 0, 2, 1 
0.000000, 2, 0, 0, 0, 0, 3, 1 
0.000000, 4, 0, 0, 0, 0, 3, 2 
0.000000, 4, 0, 0, 0, 0, 4, 2 
0.000000, 6, 0, 0, 0, 0, 4, 3 
0.000000, 6, 0, 0, 0, 0, 5, 3 
0.000000, 8, 0, 0, 0, 0, 5, 4 
0.000000, 8, 0, 0, 0, 0, 6, 4 
0.000000, 10, 0, 0, 0, 0, 6, 5 
0.000000, 10, 0, 0, 0, 0, 7, 5 
0.000000, 10, 0, 0, 0, 0, 8, 5 
0.000000, 12, 0, 0, 0, 0, 8, 6 
0.000000, 12, 0, 0, 0, 0, 9, 6 
0.000000, 12, 0, 0, 0, 0, 10, 6 
0.000000, 14, 0, 0, 0, 0, 10, 7 
0.000000, 14, 0, 0, 0, 0, 11, 7 
0.000000, 16, 0, 0, 0, 0, 11, 8 
0.000000, 16, 0, 0, 0, 0, 12, 8 
0.000000, 18, 0, 0, 0, 0, 12, 9 
0.000000, 18, 0, 0, 0, 0, 13, 9 
0.000000, 20, 0, 0, 0, 0, 13, 10 
0.000000, 20, 0, 0, 0, 0, 14, 10 
0.000000, 22, 0, 0, 0, 0, 14, 11 
0.000000, 22, 0, 0, 0, 0, 15, 11 
0.000000, 24, 0, 0, 0, 0, 15, 12 
0.000000, 24, 0, 0, 0, 0, 16, 12 
0.000000, 26, 0, 0, 0, 0, 16, 13 
0.000000, 26, 0, 0, 0, 0, 17, 13 
0.000000, 28, 0, 0, 0, 0, 17, 14 
0.000000, 28, 0, 0, 0, 0, 18, 14 
0.000000, 30, 0, 0, 0, 0, 18, 15 
0.000000, 30, 0, 0, 0, 0, 19, 15 
0.000000, 32, 0, 0, 0, 0, 19, 16 
0.000000, 32, 0, 0, 0, 0, 20, 16 
0.000000, 34, 0, 0, 0, 0, 20, 17 
0.000000, 34, 0, 0, 0, 0, 21, 17 
0.000000, 36, 0, 0, 0, 0, 21, 18 
0.000000, 36, 0, 0, 0, 0, 22, 18 
0.000000, 38, 0, 0, 0, 0, 22, 19 
0.000000, 38, 0, 0, 0, 0, 23, 19 
0.000000, 38, 0, 0, 0, 0, 24, 19 
0.000000, 38, 0, 0, 0, 0, 25, 19 
0.000000, 38, 0, 0, 0, 0, 26, 19 
0.000000, 40, 0, 0, 0, 0, 26, 20 
0.000000, 40, 0, 0, 0, 0, 27, 20 
0.000000, 42, 0, 0, 0, 0, 27, 21 
0.000000, 42, 0, 0, 0, 0, 28, 21 
0.000000, 44, 0, 0, 0, 0, 28, 22 
0.000000, 44, 0, 0, 0, 0, 29, 22 
0.000000, 44, 0, 0, 0, 0, 30, 22 
0.000000, 46, 0, 0, 0, 0, 30, 23 
0.000000, 46, 0, 0, 0, 0, 31, 23 
0.000000, 48, 0, 0, 0, 0, 31, 24 
0.000000, 48, 0, 0, 0, 0, 32, 24 
0.000000, 50, 0, 0, 0, 0, 32, 25 
0.000000, 50, 0, 0, 0, 0, 33, 25 
0.000000, 52, 0, 0, 0, 0, 33, 26 
0.000000, 52, 0, 0, 0, 0, 34, 26 
